sno,sna,tot,lat,lng,sarea
1119,新泰公園,42,25.037200,121.444946,新莊區
1120,上林里(環河東路一段),38,25.014999,121.520951,永和區
1121,進安公園,34,25.086031,121.493774,三重區
1122,自強溪尾街口,40,25.078220,121.490157,三重區
1123,捷運三重國小站,54,25.070418,121.497126,三重區
1124,五堵火車站,50,25.077493,121.666869,汐止區
1125,捷運南勢角站(4號出口),56,24.989420,121.509950,中和區
1126,柳堤公園,42,25.087989,121.462192,蘆洲區
1127,新北市立圖書館總館,36,25.001583,121.455524,板橋區
1128,永福國小,36,25.077714,121.480315,三重區
1129,明志國小,46,25.045729,121.426269,泰山區
1130,蘆洲三民公園,34,25.094306,121.460134,蘆洲區
1131,臺北醫院,36,25.043536,121.459772,新莊區
1132,重新重安街口,36,25.058443,121.489751,三重區
1133,柴埕市民活動中心,38,24.966775,121.516479,新店區
1134,思賢國小,52,25.046446,121.457716,新莊區
1135,莊敬公園,38,25.020983,121.470821,板橋區
1136,豐年國小,34,25.031278,121.443230,新莊區
1137,新海長江路口,36,25.02853,121.457367,板橋區
1138,捷運新埔站(4號出口),50,25.023491,121.468559,板橋區
1139,板橋仁愛公園,34,24.996430,121.459696,板橋區
1140,泰山國小,32,25.062345,121.431475,泰山區
1141,縣民民族路口,36,25.010012,121.461097,板橋區
1142,光華東帝士,40,25.010795,121.427836,新莊區
1143,廣福公園,38,24.991643,121.462872,板橋區
1144,板橋四維公園,54,25.025464,121.462633,板橋區
1145,捷運頂埔站(2號出口),60,24.959276,121.419008,土城區
1146,龍門龍濱路口,36,25.073475,121.500977,三重區
1147,青潭國小,40,24.953101,121.551813,新店區
1148,金城忠義路口,34,24.969399,121.440808,土城區
1149,華德公園,38,24.991683,121.453320,板橋區
1150,橋東里(忠孝東路),40,25.073682,121.666257,汐止區
1151,中山國中,38,25.018559,121.467509,板橋區
1152,捷運土城站(2號出口),52,24.972631,121.443563,土城區
1153,四川遠東路口,48,24.998003,121.457355,板橋區
1154,員林社區公園,42,24.977883,121.443237,土城區
1155,中正橋,30,25.017757,121.516809,永和區
1156,北港國小,44,25.089027,121.645946,汐止區
1157,捷運新店站,54,24.958605,121.538659,新店區
1158,錦和運動公園,36,24.992086,121.490671,中和區
1159,新樹公園,32,25.003383,121.433154,新莊區
1160,中和環球購物中心,40,25.006367,121.474223,中和區
1161,楓樹腳公園,36,25.061938,121.434939,泰山區
1162,厚德公園,36,25.071988,121.491200,三重區
1163,板橋信義公園,40,24.996183,121.456476,板橋區
1164,國光里(國光路),34,25.017755,121.458308,板橋區
1165,民生長江路口,36,25.030904,121.463596,板橋區
1166,華福市民活動中心,36,24.995482,121.467525,中和區
1167,浮洲合宜住宅(合安一路),34,24.999329,121.446343,板橋區
